(33, 34)	1898660
(32, 115, 119, 97, 109)	75374
(32, 102, 97, 115, 116)	330518
(32, 99, 97, 116, 99, 104)	149489
(32, 102, 114, 105, 101, 110, 100)	976924
(32, 100, 117, 99, 107)	102370
(72, 105)	162963
(73,)	869801
(32, 110, 101, 101, 100)	207118
(32, 109, 121)	556205
(46, 34)	2160829
(87, 104, 105, 108, 101)	61596
(32, 99, 97, 116, 99, 104, 105, 110, 103)	5647
(32, 98, 105, 103)	3430313
(32, 115, 104, 105, 110, 121)	263810
(32, 115, 116, 111, 110, 101)	52123
(84, 104, 105, 115)	83838
(32, 110, 111, 116)	2691070
(32, 98, 117, 116)	1764359
(32, 112, 114, 101, 116, 116, 121)	383211
(32, 108, 111, 111, 107, 101, 100)	1048686
(32, 97, 116)	1254638
(32, 84, 104, 101)	4623365
(32, 109, 97, 100, 101)	701535
(32, 101, 118, 101, 114, 121, 111, 110, 101)	194104
(32, 104, 97, 112, 112, 121)	2529047
(32, 116, 104, 101, 121)	2948466
(32, 102, 111, 114, 103, 111, 116)	71912
(32, 97, 98, 111, 117, 116)	503270
(32, 84, 105, 109)	3691718
(32, 119, 101, 110, 116)	1740180
(32, 112, 97, 114, 107)	909362
(32, 116, 105, 103, 101, 114)	20816
(32, 109, 101, 97, 110)	132748
(32, 101, 97, 115, 121)	32022
(32, 112, 108, 97, 121, 101, 100)	1211356
(32, 104, 97, 100)	2875873
(32, 108, 111, 116, 115)	281597
(32, 102, 117, 110)	1377140
(84, 104, 101, 110)	162322
(32, 115, 111, 109, 101, 116, 104, 105, 110, 103)	703132
(32, 117, 110, 101, 120, 112, 101, 99, 116, 101, 100)	247398
(32, 104, 97, 112, 112, 101, 110, 101, 100)	315582
(32, 115, 116, 97, 114, 116, 101, 100)	830621
(32, 115, 104, 97, 107, 101)	34445
(32, 115, 99, 97, 114, 101, 100)	621721
(32, 100, 105, 100)	1159705
(32, 107, 110, 111, 119)	488848
(32, 119, 104, 97, 116)	700639
(32, 103, 111, 105, 110, 103)	157976
(32, 66, 117, 116)	850300
(32, 116, 104, 101, 110)	579976
(32, 116, 117, 114, 110, 101, 100)	117744
(32, 105, 110, 116, 111)	439720
(32, 110, 105, 99, 101)	394505
(32, 100, 111, 103)	1257028
(32, 115, 117, 114, 112, 114, 105, 115, 101, 100)	252653
(84, 105, 109)	525261
(32, 110, 111, 119)	215518
(32, 116, 111, 111)	1124616
(32, 65, 116)	61808
(32, 101, 110, 100)	236952
(32, 110, 101, 119)	818509
(32, 102, 114, 105, 101, 110, 100, 108, 121)	111914
(32, 66, 111, 98)	308393
(32, 112, 105, 99, 107)	95072
(32, 102, 108, 111, 119, 101, 114, 115)	172510
(32, 108, 111, 111, 107)	356935
(32, 98, 105, 114, 100, 115)	159528
(32, 100, 101, 99, 105, 100, 101, 100)	441934
(32, 103, 111)	922510
(32, 111, 117, 116, 115, 105, 100, 101)	452203
(32, 109, 111, 114, 101)	479664
(32, 115, 117, 100, 100, 101, 110, 108, 121)	35940
(32, 110, 111, 116, 105, 99, 101, 100)	81041
(32, 119, 101, 105, 114, 100)	25912
(32, 103, 114, 111, 117, 110, 100)	248704
(32, 73, 116)	1766441
(32, 103, 114, 101, 101, 110)	174049
(32, 116, 104, 117, 109, 98)	7627
(32, 110, 101, 118, 101, 114)	280250
(32, 115, 101, 101, 110)	87212
(32, 111, 110, 101)	419597
(32, 98, 101, 102, 111, 114, 101)	165677
(32, 99, 117, 114, 105, 111, 117, 115, 108, 121)	1422
(32, 108, 101, 97, 110, 101, 100)	10136
(32, 98, 101, 116, 116, 101, 114)	303669
(32, 116, 111, 108, 100)	397609
(58,)	120589
(108, 111, 111, 107)	283
(32, 112, 105, 99, 107, 101, 100)	248963
(32, 117, 112)	1152099
(32, 116, 104, 105, 115)	411919
(32, 87, 104, 97, 116)	73433
(32, 100, 111)	627403
(32, 119, 101)	503386
(63, 34)	1191642
(72, 105, 115)	65757
(32, 101, 120, 99, 105, 116, 101, 100)	402067
(32, 83, 111)	374717
(32, 99, 97, 114, 101, 102, 117, 108, 108, 121)	60335
(32, 99, 97, 114, 114, 105, 101, 100)	26381
(32, 98, 97, 99, 107)	936174
(32, 97, 114, 114, 105, 118, 101, 100)	45238
(32, 104, 97, 112, 112, 105, 108, 121)	205276
(32, 72, 105, 115)	319590
(32, 100, 97, 100)	384907
(32, 104, 117, 103, 103, 101, 100)	238767
(32, 97, 112, 112, 114, 101, 99, 105, 97, 116, 105, 111, 110)	929
(70, 114, 111, 109)	66606
(32, 97, 108, 119, 97, 121, 115)	448295
(32, 107, 101, 112, 116)	163295
(32, 97, 115)	416554
(32, 114, 101, 109, 105, 110, 100, 101, 114)	2796
(32, 98, 101)	1279491
(32, 97, 110, 121, 119, 104, 101, 114, 101)	9998
(32, 115, 109, 97, 108, 108)	758858
(32, 104, 111, 117, 115, 101)	612443
(32, 103, 105, 114, 108)	1201501
(32, 76, 117, 99, 121)	466752
(32, 99, 111, 108, 111, 114)	31544
(32, 111, 114, 97, 110, 103, 101)	59518
(32, 83, 104, 101)	3843343
(32, 100, 114, 101, 115, 115)	126689
(32, 98, 97, 108, 108)	1071762
(32, 101, 118, 101, 110)	259097
(32, 99, 97, 116)	1176959
(32, 109, 101, 116)	175299
(32, 84, 104, 105, 115)	124587
(32, 111, 116, 104, 101, 114)	664893
(32, 115, 112, 105, 114, 105, 116)	12350
(32, 108, 105, 107, 101, 100)	885792
(32, 112, 108, 97, 121, 105, 110, 103)	693119
(32, 104, 101, 114)	3840758
(32, 104, 97, 118, 105, 110, 103)	156892
(32, 109, 117, 99, 104)	368853
(32, 84, 104, 101, 110)	268759
(32, 104, 97, 118, 101)	1075880
(32, 101, 97, 116)	365640
(32, 87, 105, 108, 108)	18466
(32, 109, 101)	610263
(32, 108, 97, 116, 101, 114)	34687
(32, 110, 111, 100, 100, 101, 100)	162132
(65, 116)	134958
(83, 112, 105, 114, 105, 116, 115)	1
(32, 97, 114, 101)	1173756
(32, 114, 101, 97, 108)	64229
(32, 105, 109, 97, 103, 105, 110, 97, 116, 105, 111, 110)	6653
(32, 102, 101, 108, 116)	868880
(32, 115, 97, 100)	1105876
(32, 65, 102, 116, 101, 114)	82378
(32, 115, 104, 101)	2106471
(32, 107, 110, 101, 119)	482262
(32, 105, 102)	289164
(32, 111, 116, 104, 101, 114, 115)	146415
(32, 105, 103, 110, 111, 114, 101)	8784
(32, 99, 111, 117, 108, 100)	1111874
(32, 83, 97, 109)	813650
(32, 116, 111, 121)	907625
(32, 99, 97, 114)	593512
(32, 119, 97, 110, 116, 101, 100)	1961859
(32, 106, 111, 105, 110)	62727
(32, 98, 111, 116, 104)	432766
(32, 98, 97, 116, 116, 101, 114, 121)	12454
(32, 105, 110, 115, 105, 100, 101)	391476
(83, 97, 109)	107560
(32, 116, 105, 103, 104, 116)	64353
(32, 119, 105, 108, 108)	607470
(32, 102, 97, 108, 108)	61553
(32, 111, 117, 116)	714769
(32, 114, 97, 99, 101, 100)	18827
(32, 108, 97, 117, 103, 104, 105, 110, 103)	57936
(66, 117, 116)	357678
(32, 65)	168700
(32, 105, 116, 115)	300205
(32, 109, 111, 117, 116, 104)	80501
(32, 106, 117, 115, 116)	315420
(32, 103, 101, 110, 116, 108, 101)	50608
(32, 73, 110)	132382
(32, 98, 101, 99, 97, 109, 101)	461794
(32, 103, 111, 111, 100)	681229
(32, 115, 97, 105, 108, 111, 114)	12589
(32, 84, 111, 109)	1851764
(32, 98, 111, 97, 116)	190318
(32, 115, 97, 105, 108)	35782
(32, 115, 101, 97)	77885
(32, 108, 111, 115, 116)	183045
(84, 111, 109)	383102
(32, 104, 101, 108, 112)	1297407
(32, 102, 105, 116)	49337
(32, 106, 117, 109, 112, 101, 100)	230061
(32, 115, 97, 105, 108, 101, 100)	16505
(32, 115, 97, 102, 101)	255803
(32, 99, 97, 108, 109)	29493
(32, 116, 97, 108, 107, 101, 100)	68494
(32, 108, 97, 117, 103, 104, 101, 100)	452157
(32, 108, 97, 115, 116)	36152
(84, 104, 97, 110, 107)	285604
(32, 104, 101, 108, 112, 105, 110, 103)	100242
(32, 119, 97, 118, 101, 100)	84484
(32, 103, 111, 111, 100, 98, 121, 101)	99006
(32, 97, 119, 97, 121)	708936
(32, 107, 110, 111, 119, 105, 110, 103)	20526
(32, 115, 109, 111, 111, 116, 104)	34874
(32, 76, 105, 108, 121)	1995601
(32, 66, 101, 102, 111, 114, 101)	5020
(32, 108, 101, 102, 116)	90140
(76, 105, 108, 121)	501583
(32, 112, 108, 101, 97, 115, 101)	121976
(32, 99, 108, 111, 115, 101)	94453
(32, 100, 111, 111, 114)	238170
(32, 99, 108, 111, 115, 101, 100)	55972
(87, 104, 101, 110)	183365
(32, 102, 108, 111, 111, 114)	121493
(32, 98, 114, 111, 107, 101, 110)	109179
(32, 102, 105, 120)	105593
(83, 97, 114, 97)	88848
(32, 100, 101, 99, 111, 114, 97, 116, 101)	14260
(32, 98, 111, 119, 108)	66258
(32, 116, 104, 101, 105, 114)	1260073
(32, 107, 105, 116, 99, 104, 101, 110)	145356
(32, 112, 97, 105, 110, 116)	74400
(32, 98, 114, 117, 115, 104, 101, 115)	3931
(32, 98, 97, 99, 107, 121, 97, 114, 100)	32772
(32, 112, 117, 116)	665839
(32, 116, 97, 98, 108, 101)	120510
(34,)	1249183
(76, 101, 116)	252033
(32, 109, 97, 107, 101)	788127
(32, 99, 111, 108, 111, 114, 115)	120753
(44, 34)	571686
(32, 83, 97, 114, 97)	172846
(79, 75)	46369
(32, 102, 108, 111, 119, 101, 114)	140415
(84, 104, 101, 121)	425237
(32, 100, 105, 102, 102, 101, 114, 101, 110, 116)	116245
(32, 112, 97, 105, 110, 116, 101, 100)	24536
(32, 114, 101, 100)	489371
(32, 104, 101, 97, 114, 116)	42375
(32, 121, 101, 108, 108, 111, 119)	113190
(32, 114, 97, 105, 110)	128471
(32, 119, 101, 116)	111721
(32, 99, 111, 108, 100)	138077
(32, 114, 117, 110)	246104
(32, 100, 114, 105, 112)	587
(32, 109, 101, 115, 115, 121)	35030
(32, 117, 103, 108, 121)	42425
(79, 104)	84003
(32, 110, 111)	296978
(32, 114, 117, 105, 110, 101, 100)	17457
(32, 111, 117, 114)	141238
(32, 99, 114, 105, 101, 100)	117203
(77, 111, 109)	230010
(32, 114, 97, 110)	639863
(32, 115, 111, 114, 114, 121)	346946
(73, 116)	193917
(89, 111, 117)	246655
(32, 108, 111, 118, 101)	211880
(32, 99, 114, 101, 97, 116, 105, 118, 105, 116, 121)	1550
(32, 114, 97, 105, 110, 98, 111, 119)	43933
(32, 103, 97, 118, 101)	369490
(32, 107, 105, 115, 115)	25231
(32, 116, 104, 97, 110, 107, 101, 100)	241191
(32, 108, 101, 97, 114, 110, 101, 100)	466132
(32, 115, 111, 109, 101, 116, 105, 109, 101, 115)	86838
(32, 115, 101, 101, 109)	11179
(32, 98, 97, 100)	245720
(32, 116, 111, 119, 110)	197685
(32, 100, 101, 97, 102)	17092
(32, 104, 101, 97, 114)	90029
(32, 115, 101, 101, 105, 110, 103)	5884
(32, 102, 101, 101, 108, 105, 110, 103)	113448
(32, 119, 104, 111)	483976
(32, 119, 111, 117, 108, 100)	861048
(32, 103, 97, 109, 101, 115)	81985
(32, 116, 97, 103)	16465
(32, 104, 105, 100, 101)	96638
(45,)	131038
(97, 110, 100)	3188
(115, 101, 101, 107)	2731
(32, 102, 105, 110, 100, 105, 110, 103)	22416
(32, 98, 101, 108, 108)	42470
(32, 114, 105, 110, 103)	30959
(32, 110, 111, 111, 110)	3744
(32, 69, 118, 101, 114, 121, 111, 110, 101)	95655
(32, 112, 108, 97, 110)	65292
(32, 102, 101, 101, 108)	243274
(32, 108, 101, 116)	280673
(32, 116, 111, 117, 99, 104)	108665
(32, 119, 104, 105, 108, 101)	199098
(32, 114, 97, 110, 103)	5585
(32, 115, 116, 114, 111, 110, 103)	199711
(32, 118, 105, 98, 114, 97, 116, 105, 111, 110, 115)	54
(32, 109, 111, 114, 97, 108)	137276
(32, 115, 116, 111, 114, 121)	200041
(32, 115, 111, 109, 101, 111, 110, 101)	65820
(32, 111, 114)	180077
(32, 104, 97, 115)	147646
(32, 112, 114, 111, 98, 108, 101, 109)	34877
(32, 98, 101, 105, 110, 103)	195166
(32, 115, 116, 105, 108, 108)	240548
(32, 102, 105, 110, 100)	685275
(32, 119, 97, 121, 115)	15556
(32, 87, 101)	320799
(32, 115, 104, 111, 117, 108, 100)	211539
(32, 107, 105, 110, 100)	293694
(32, 99, 97, 114, 105, 110, 103)	9943
(32, 109, 97, 116, 116, 101, 114)	24866
(32, 116, 119, 105, 110, 115)	47197
(32, 108, 97, 114, 103, 101)	29856
(32, 109, 97, 122, 101)	13165
(32, 98, 117, 115, 104, 101, 115)	15216
(32, 116, 114, 121)	215686
(32, 119, 97, 121)	227383
(32, 102, 111, 108, 108, 111, 119, 101, 100)	75883
(32, 112, 97, 116, 104, 115)	1679
(32, 83, 111, 109, 101, 116, 105, 109, 101, 115)	24938
(32, 114, 105, 103, 104, 116)	140294
(32, 115, 101, 101)	760852
(32, 101, 120, 105, 116)	5762
(32, 104, 101, 97, 114, 100)	301225
(32, 108, 111, 117, 100)	217625
(32, 114, 111, 97, 114)	23366
(32, 98, 101, 104, 105, 110, 100)	124778
(32, 108, 105, 111, 110)	112664
(32, 104, 117, 110, 103, 114, 121)	114488
(32, 97, 110, 103, 114, 121)	186310
(32, 102, 114, 111, 109)	701969
(32, 112, 108, 97, 99, 101)	193714
(32, 104, 111, 108, 101)	166763
(32, 99, 114, 97, 119, 108, 101, 100)	18451
(32, 104, 111, 112, 101, 100)	49758
(32, 99, 108, 111, 115, 101, 114)	119256
(32, 115, 109, 101, 108, 108, 101, 100)	31198
(32, 114, 101, 97, 99, 104, 101, 100)	101124
(32, 112, 97, 119)	31909
(32, 116, 114, 105, 101, 100)	529282
(32, 103, 114, 97, 98)	27063
(32, 112, 105, 110, 99, 104, 101, 100)	5723
(32, 108, 101, 103)	33050
(32, 115, 104, 97, 114, 112)	41215
(32, 99, 108, 97, 119, 115)	7442
(32, 112, 97, 105, 110)	20846
(32, 98, 114, 97, 118, 101)	174571
(32, 115, 109, 97, 114, 116)	65618
(32, 115, 116, 105, 99, 107)	144043
(32, 112, 111, 107, 101, 100)	10414
(32, 101, 121, 101)	12808
(32, 104, 111, 119, 108, 101, 100)	245
(32, 98, 97, 99, 107, 101, 100)	1908
(32, 104, 117, 114, 116)	226497
(32, 97, 102, 114, 97, 105, 100)	29394
(32, 99, 104, 97, 110, 99, 101)	10195
(32, 119, 97, 105, 116, 105, 110, 103)	30222
(32, 97, 103, 97, 105, 110)	628269
(32, 112, 101, 114, 115, 111, 110)	29030
(32, 83, 117, 101)	1005529
(32, 119, 101, 105, 103, 104, 101, 100)	3726
(32, 108, 111, 116)	245876
(32, 109, 111, 109, 109, 97)	679
(32, 115, 116, 97, 114, 116)	48601
(32, 101, 97, 116, 105, 110, 103)	61375
(32, 108, 101, 115, 115)	14303
(32, 101, 120, 101, 114, 99, 105, 115, 105, 110, 103)	339
(32, 98, 108, 111, 99, 107)	21638
(32, 101, 118, 101, 114, 121)	339651
(32, 102, 105, 114, 115, 116)	142981
(32, 104, 97, 114, 100)	242847
(32, 97, 102, 116, 101, 114)	247007
(32, 102, 101, 119)	44787
(32, 100, 97, 121, 115)	50973
(32, 108, 105, 103, 104, 116, 101, 114)	1933
(32, 101, 118, 101, 114, 121, 100, 97, 121)	2354
(83, 111, 111, 110)	33177
(32, 101, 120, 101, 114, 99, 105, 115, 101)	6249
(32, 115, 117, 103, 103, 101, 115, 116, 101, 100)	9653
(32, 100, 97, 110, 99, 105, 110, 103)	25171
(32, 102, 97, 118, 111, 114, 105, 116, 101)	132069
(32, 115, 111, 110, 103, 115)	37474
(32, 116, 101, 108, 101, 118, 105, 115, 105, 111, 110)	11357
(32, 103, 114, 101, 97, 116)	219959
(32, 105, 100, 101, 97)	303836
(32, 119, 97, 116, 99, 104, 101, 100)	128166
(32, 100, 97, 110, 99, 101)	105706
(32, 98, 101, 99, 97, 117, 115, 101)	441488
(32, 115, 111, 111, 110)	167816
(32, 65, 110, 100)	412120
(32, 119, 101, 105, 103, 104, 105, 110, 103)	735
(32, 98, 97, 114, 101, 108, 121)	2041
(32, 97, 110, 121, 116, 104, 105, 110, 103)	79745
(32, 115, 119, 105, 110, 103, 115)	49554
(32, 115, 108, 105, 100, 101)	167396
(32, 100, 101, 112, 101, 110, 100, 97, 98, 108, 101)	18601
(32, 99, 108, 111, 115, 101, 108, 121)	6526
(32, 117, 115, 101)	138031
(32, 116, 111, 105, 108, 101, 116)	11442
(79, 107, 97, 121)	85063
(32, 110, 101, 97, 114)	281275
(32, 111, 108, 100)	338261
(32, 99, 108, 101, 97, 110)	224756
(32, 100, 105, 100, 110)	312967
(32, 110, 101, 101, 100, 101, 100)	117705
(32, 98, 114, 111, 107, 101)	82077
(32, 119, 97, 116, 101, 114)	454771
(32, 103, 111, 116)	521878
(32, 100, 105, 114, 116, 121)	91957
(32, 100, 111, 110)	273355
(32, 110, 101, 120, 116)	208867
(32, 116, 114, 101, 101)	1085023
(32, 115, 119, 101, 101, 116)	95263
(32, 115, 109, 101, 108, 108, 115)	8375
(32, 99, 111, 117, 110, 116)	37328
(32, 97, 115, 107, 101, 100)	848177
(32, 72, 101, 114)	234983
(89, 101, 115)	405300
(32, 66, 101)	12601
(32, 99, 97, 114, 101, 102, 117, 108)	290624
(76, 117, 99, 121)	76694
(32, 116, 119, 111)	173865
(32, 116, 104, 114, 101, 101)	88554
(32, 115, 116, 114, 97, 110, 103, 101)	54426
(32, 84, 104, 101, 114, 101)	84624
(32, 112, 111, 119, 100, 101, 114)	13036
(32, 116, 111, 117, 99, 104, 101, 100)	45618
(32, 115, 111, 102, 116)	174075
(76, 111, 111, 107)	159448
(84, 104, 97, 116)	162875
(32, 104, 101, 108, 112, 115)	17549
(32, 108, 101, 97, 114, 110)	129346
(32, 102, 105, 110, 105, 115, 104, 101, 100)	65305
(32, 99, 111, 117, 110, 116, 105, 110, 103)	14864
(32, 78, 111, 119)	149173
(115, 109, 101, 108, 108, 105, 110, 103)	497
(32, 103, 114, 111, 119)	75367
(32, 104, 117, 110, 116, 101, 114)	13395
(32, 119, 111, 111, 100, 115)	87884
(32, 83, 112, 111, 116)	658190
(32, 102, 105, 101, 114, 99, 101)	22272
(32, 98, 101, 115, 116)	460987
(32, 102, 111, 111, 100)	309966
(32, 98, 105, 114, 100)	1661778
(32, 114, 101, 97, 100, 121)	108848
(32, 115, 104, 111, 111, 116)	15917
(32, 98, 97, 114, 107, 101, 100)	56545
(32, 108, 111, 117, 100, 108, 121)	14364
(32, 102, 108, 101, 119)	285816
(32, 101, 118, 101, 114)	239422
(32, 121, 111, 117, 110, 103)	40848
(32, 115, 112, 101, 97, 114)	12619
(32, 100, 97, 114, 101, 100)	5421
(32, 99, 108, 105, 109, 98)	123492
(32, 100, 97, 114, 101)	7807
(32, 116, 111, 112)	121478
(72, 101, 108, 108, 111)	142123
(32, 97, 109)	275466
(32, 116, 97, 108, 107, 105, 110, 103)	53781
(32, 116, 97, 108, 107)	143520
(32, 114, 101, 112, 97, 105, 114)	12443
(68, 97, 100, 100, 121)	7326
(32, 119, 111, 114, 107, 101, 100)	135389
(65, 102, 116, 101, 114)	122927
(32, 102, 105, 120, 101, 100)	37151
(32, 100, 111, 110, 101)	95199
(32, 109, 111, 118, 101)	120067
(32, 111, 119, 110)	72244
(32, 109, 97, 103, 105, 99, 97, 108)	40532
(32, 75, 97, 116, 101)	4951
(32, 119, 111, 110, 100, 101, 114, 102, 117, 108)	44392
(32, 103, 97, 114, 100, 101, 110)	247263
(32, 115, 116, 97, 114, 116, 105, 110, 103)	7761
(32, 116, 117, 114, 110)	56709
(32, 98, 114, 111, 119, 110)	56178
(32, 119, 111, 114, 114, 105, 101, 100)	64369
(75, 97, 116, 101)	1605
(32, 108, 111, 111, 107, 115)	92618
(32, 116, 101, 114, 114, 105, 98, 108, 101)	21035
(72, 101, 114)	77799
(68, 111, 110)	130918
(32, 119, 111, 114, 114, 121)	122402
(32, 104, 111, 110, 101, 121)	41242
(39, 108, 108)	47362
(32, 102, 105, 103, 117, 114, 101)	15306
(32, 119, 97, 116, 101, 114, 101, 100)	5744
(32, 114, 105, 100)	2228
(32, 98, 117, 103, 115)	44508
(32, 83, 111, 111, 110)	62382
(32, 114, 101, 108, 121)	726
(32, 103, 117, 97, 114, 100)	12628
(32, 98, 97, 108, 100)	26217
(32, 104, 97, 105, 114)	77152
(32, 104, 101, 97, 100)	128263
(32, 115, 97, 121, 115)	525822
(32, 102, 117, 114, 114, 121)	28665
(67, 97, 110)	186985
(32, 112, 101, 116)	42722
(32, 97, 115, 107, 115)	56186
(32, 119, 97, 108, 107)	203325
(32, 115, 109, 105, 108, 101, 115)	62105
(32, 98, 111, 121, 115)	17281
(32, 82, 101, 120)	20952
(32, 108, 105, 107, 101, 115)	80566
(32, 99, 104, 105, 108, 100, 114, 101, 110)	62496
(32, 68, 111)	123792
(32, 119, 97, 110, 116)	780090
(32, 115, 97, 121)	223875
(32, 114, 101, 97, 99, 104)	86882
(32, 104, 97, 110, 100, 115)	158729
(32, 119, 97, 103, 115)	6696
(32, 116, 97, 105, 108)	118362
(32, 108, 105, 99, 107, 115)	6166
(32, 102, 97, 99, 101, 115)	32927
(32, 103, 105, 103, 103, 108, 101)	8386
(32, 102, 117, 114)	33397
(32, 103, 97, 122, 101)	3243
(32, 101, 121, 101, 115)	141940
(32, 116, 101, 101, 116, 104)	28853
(32, 99, 111, 111, 108)	86163
(32, 108, 101, 116, 116, 105, 110, 103)	8269
(32, 117, 115)	130065
(39, 114, 101)	87738
(32, 119, 101, 108, 99, 111, 109, 101)	55785
(82, 101, 120)	3099
(32, 112, 111, 108, 105, 116, 101)	26571
(32, 65, 109, 121)	303222
(32, 101, 97, 103, 101, 114)	18976
(32, 119, 101, 97, 114)	68942
(65, 109, 121)	59820
(32, 73, 115, 110)	1121
(32, 114, 117, 110, 110, 105, 110, 103)	106214
(32, 106, 117, 109, 112, 105, 110, 103)	30221
(32, 102, 101, 108, 108)	175427
(32, 100, 111, 119, 110)	623030
(32, 99, 114, 121)	106339
(32, 114, 101, 103, 114, 101, 116)	7143
(32, 111, 107, 97, 121)	135662
(32, 78, 101, 120, 116)	8911
(32, 119, 101, 97, 114, 105, 110, 103)	27622
(32, 100, 114, 101, 115, 115, 101, 115)	6410
(32, 99, 111, 110, 116, 105, 110, 117, 101, 100)	60930
(32, 112, 97, 108, 101)	16723
(32, 116, 117, 110, 110, 101, 108)	16296
(32, 108, 105, 111, 110, 115)	9533
(32, 69, 118, 101, 114, 121)	135595
(32, 111, 110, 108, 121)	106028
(32, 115, 111, 117, 110, 100)	92587
(32, 109, 97, 103, 105, 99)	191076
(32, 102, 114, 117, 105, 116)	74204
(32, 102, 111, 114, 101, 115, 116)	214729
(32, 117, 110, 100, 101, 114)	250912
(32, 97, 116, 101)	179305
(32, 116, 104, 114, 111, 97, 116)	2262
(32, 115, 117, 114, 112, 114, 105, 115, 101)	124561
(32, 114, 111, 97, 114, 101, 100)	11635
(32, 115, 104, 111, 111, 107)	46165
